Date,Open,High,Low,Close,Volume,OpenMax,OpenMin,Day
2020-07-15,1783.18,1798.58,1779.98,1794.78,31622756,2194.88,1334.37,3
2020-07-16,1791.04,1799.18,1780.17,1799.08,24143168,2194.88,1334.37,4
2020-07-17,1800.7,1800.7,1785.44,1796.04,28251410,2194.88,1334.37,5
2020-07-20,1795.09,1840.6,1789.04,1840.6,43201680,2194.88,1334.37,1
2020-07-21,1852.56,1884.22,1840.87,1845.34,63348457,2194.88,1334.37,2
2020-07-22,1844.74,1847.0,1830.61,1830.61,28036885,2194.88,1334.37,3
2020-07-23,1837.64,1842.84,1817.78,1820.25,22437877,2194.88,1334.37,4
2020-07-24,1809.5,1810.65,1790.53,1810.33,20018033,2194.88,1334.37,5
2020-07-27,1811.4,1833.8,1805.84,1830.87,29472596,2194.88,1334.37,1
2020-07-28,1831.03,1841.46,1806.06,1823.52,33304887,2194.88,1334.37,2
2020-07-29,1819.4,1828.24,1804.21,1824.53,26311655,2194.88,1334.37,3
2020-07-30,1827.17,1827.17,1762.74,1763.22,38548780,2194.88,1334.37,4
2020-07-31,1767.31,1793.13,1765.42,1767.54,36031300,2194.88,1334.37,5
2020-08-03,1769.31,1815.5,1768.56,1804.38,20034373,2194.88,1334.37,1
2020-08-04,1813.7,1831.17,1804.3,1811.46,20228370,2194.88,1334.37,2
2020-08-05,1819.96,1844.2,1819.96,1833.2,24197285,2194.88,1334.37,3
2020-08-06,1834.67,1841.68,1810.63,1818.64,19951007,2194.88,1334.37,4
2020-08-07,1818.62,1824.29,1809.07,1817.23,21923481,2194.88,1334.37,5
2020-08-10,1822.48,1832.65,1812.95,1823.15,16618758,2194.88,1334.37,1
2020-08-11,1830.21,1857.95,1822.13,1847.73,23937974,2194.88,1334.37,2
2020-08-12,1848.54,1856.84,1839.14,1855.86,17234179,2194.88,1334.37,3
2020-08-13,1856.65,1881.46,1854.78,1858.35,14609934,2194.88,1334.37,4
2020-08-14,1857.47,1857.47,1840.77,1856.56,10708465,2194.88,1334.37,5
2020-08-17,1856.46,1865.94,1844.3,1862.12,12788540,2194.88,1334.37,1
2020-08-18,1859.11,1859.11,1837.2,1840.33,19937166,2194.88,1334.37,2
2020-08-19,1838.62,1847.84,1831.01,1833.22,14295005,2194.88,1334.37,3
2020-08-20,1829.52,1829.52,1811.88,1815.03,12587398,2194.88,1334.37,4
2020-08-21,1824.52,1831.28,1813.79,1820.6,13127705,2194.88,1334.37,5
2020-08-24,1830.14,1843.75,1827.39,1841.46,13217103,2194.88,1334.37,1
2020-08-25,1847.98,1858.14,1820.34,1821.29,14759246,2194.88,1334.37,2
2020-08-26,1817.91,1848.77,1815.16,1848.35,14166893,2194.88,1334.37,3
2020-08-27,1846.42,1854.84,1833.9,1846.5,13555934,2194.88,1334.37,4
2020-08-28,1842.36,1850.46,1826.96,1829.79,13671826,2194.88,1334.37,5
2020-08-31,1832.66,1839.06,1793.96,1800.21,33678644,2194.88,1334.37,1
2020-09-01,1803.77,1807.77,1768.12,1772.61,30289284,2194.88,1334.37,2
2020-09-02,1777.15,1796.8,1777.15,1785.44,32157278,2194.88,1334.37,3
2020-09-03,1787.62,1805.22,1764.04,1769.19,26372468,2194.88,1334.37,4
2020-09-04,1754.65,1773.65,1743.89,1758.11,19736509,2194.88,1334.37,5
2020-09-07,1765.37,1780.44,1761.96,1772.85,16043227,2194.88,1334.37,1
2020-09-08,1778.86,1781.04,1720.07,1733.88,33898058,2194.88,1334.37,2
2020-09-09,1735.58,1775.98,1735.58,1773.37,22514088,2194.88,1334.37,3
2020-09-10,1776.48,1783.39,1751.06,1764.86,17665600,2194.88,1334.37,4
2020-09-11,1767.42,1777.91,1764.66,1772.89,15962793,2194.88,1334.37,5
2020-09-14,1783.55,1787.9,1757.93,1758.65,20624696,2194.88,1334.37,1
2020-09-15,1760.55,1764.38,1737.55,1743.93,32465157,2194.88,1334.37,2
2020-09-16,1746.94,1750.73,1731.28,1738.1,27367678,2194.88,1334.37,3
2020-09-17,1736.81,1745.87,1714.95,1745.73,31087178,2194.88,1334.37,4
2020-09-18,1745.91,1751.25,1729.3,1731.76,48976787,2194.88,1334.37,5
2020-09-21,1724.89,1753.5,1682.26,1682.26,51949697,2194.88,1334.37,1
2020-09-22,1689.6,1704.4,1682.55,1693.09,31717311,2194.88,1334.37,2
2020-09-23,1701.26,1712.27,1684.92,1685.4,25995393,2194.88,1334.37,3
2020-09-24,1677.73,1679.59,1657.57,1665.96,24207229,2194.88,1334.37,4
2020-09-25,1666.65,1678.51,1658.33,1674.14,44107627,2194.88,1334.37,5
2020-09-28,1686.57,1738.44,1686.57,1738.44,37983678,2194.88,1334.37,1
2020-09-29,1737.48,1737.48,1718.21,1718.21,21346383,2194.88,1334.37,2
2020-09-30,1713.01,1719.15,1700.49,1712.73,25682893,2194.88,1334.37,3
2020-10-01,1719.55,1723.85,1687.54,1694.18,22310007,2194.88,1334.37,4
2020-10-02,1690.04,1704.58,1675.2,1697.39,18298699,2194.88,1334.37,5
2020-10-05,1710.14,1739.17,1710.14,1731.85,20264194,2194.88,1334.37,1
2020-10-06,1739.86,1749.28,1733.17,1735.45,26458687,2194.88,1334.37,2
2020-10-07,1736.62,1741.18,1715.75,1736.61,23829671,2194.88,1334.37,3
2020-10-08,1742.29,1746.68,1711.56,1719.91,22047535,2194.88,1334.37,4
2020-10-09,1718.45,1718.45,1679.01,1698.91,27423797,2194.88,1334.37,5
2020-10-12,1701.76,1707.3,1681.87,1683.21,25089668,2194.88,1334.37,1
2020-10-13,1685.25,1685.25,1659.1,1660.12,26031951,2194.88,1334.37,2
2020-10-14,1658.04,1691.64,1657.9,1670.26,33451091,2194.88,1334.37,3
2020-10-15,1660.64,1660.64,1625.1,1627.59,31769308,2194.88,1334.37,4
2020-10-16,1635.02,1665.8,1635.02,1655.36,37750985,2194.88,1334.37,5
2020-10-19,1663.75,1681.74,1640.82,1648.11,22941451,2194.88,1334.37,1
2020-10-20,1647.95,1667.16,1638.2,1656.34,23654536,2194.88,1334.37,2
2020-10-21,1656.97,1663.23,1634.28,1641.42,21076142,2194.88,1334.37,3
2020-10-22,1634.69,1664.37,1627.13,1642.7,27413508,2194.88,1334.37,4
2020-10-23,1643.34,1661.16,1638.76,1645.32,61467814,2194.88,1334.37,5
2020-10-26,1635.49,1645.46,1627.61,1631.66,21450891,2194.88,1334.37,1
2020-10-27,1635.42,1653.11,1612.59,1625.54,29281825,2194.88,1334.37,2
2020-10-28,1605.43,1610.05,1534.87,1549.74,39349601,2194.88,1334.37,3
2020-10-29,1557.47,1567.72,1529.15,1542.76,36970182,2194.88,1334.37,4
2020-10-30,1528.78,1535.27,1496.76,1515.97,40057456,2194.88,1334.37,5
2020-11-02,1526.2,1563.93,1526.2,1556.14,35369810,2194.88,1334.37,1
2020-11-03,1564.86,1636.9,1564.75,1636.28,42706867,2194.88,1334.37,2
2020-11-04,1622.29,1641.78,1590.72,1640.94,32893579,2194.88,1334.37,3
2020-11-05,1654.61,1678.4,1649.07,1670.43,29239154,2194.88,1334.37,4
2020-11-06,1665.72,1702.98,1654.6,1697.49,29419624,2194.88,1334.37,5
2020-11-09,1707.52,1788.27,1697.78,1765.71,59970055,2194.88,1334.37,1
2020-11-10,1768.9,1794.79,1741.62,1779.34,55221876,2194.88,1334.37,2
2020-11-12,1777.24,1791.08,1761.91,1771.49,52043843,2194.88,1334.37,4
2020-11-13,1768.19,1768.51,1743.81,1749.41,25817243,2194.88,1334.37,5
2020-11-16,1764.1,1799.36,1764.1,1799.02,46540695,2194.88,1334.37,1
2020-11-17,1797.57,1801.73,1775.91,1793.56,38779648,2194.88,1334.37,2
2020-11-18,1792.17,1812.8,1787.08,1810.43,31034452,2194.88,1334.37,3
2020-11-19,1803.49,1806.98,1782.02,1789.79,25264725,2194.88,1334.37,4
2020-11-20,1788.48,1821.3,1780.11,1820.85,24018420,2194.88,1334.37,5
2020-11-23,1835.53,1860.73,1823.32,1832.04,26237893,2194.88,1334.37,1
2020-11-24,1841.11,1861.39,1831.12,1859.42,26738682,2194.88,1334.37,2
2020-11-25,1866.15,1866.15,1840.63,1860.15,28023478,2194.88,1334.37,3
2020-11-26,1865.67,1873.96,1844.11,1849.57,17687253,2194.88,1334.37,4
2020-11-27,1846.73,1853.78,1834.69,1852.69,20434292,2194.88,1334.37,5
2020-11-30,1845.96,1851.37,1817.83,1830.04,70547131,2194.88,1334.37,1
2020-12-01,1844.33,1871.17,1844.33,1853.38,26822976,2194.88,1334.37,2
2020-12-02,1855.33,1899.37,1845.44,1897.97,27335738,2194.88,1334.37,3
2020-12-03,1900.94,1903.32,1880.22,1890.11,29798820,2194.88,1334.37,4
2020-12-04,1894.4,1952.28,1894.35,1947.68,28408098,2194.88,1334.37,5
2020-12-07,1949.61,1965.92,1926.87,1958.53,32118759,2194.88,1334.37,1
2020-12-08,1941.14,1970.27,1933.68,1970.27,33485126,2194.88,1334.37,2
2020-12-09,1976.65,2023.91,1976.65,1994.12,57962389,2194.88,1334.37,3
2020-12-10,1995.63,2008.96,1975.26,1984.0,40469559,2194.88,1334.37,4
2020-12-11,1985.51,1992.09,1927.53,1950.85,38524912,2194.88,1334.37,5
2020-12-14,1956.48,1961.77,1916.03,1939.07,34170734,2194.88,1334.37,1
2020-12-15,1938.79,1963.56,1933.23,1955.69,27794678,2194.88,1334.37,2
2020-12-16,1963.84,1996.4,1963.84,1985.26,34099333,2194.88,1334.37,3
2020-12-17,1997.91,2014.44,1949.99,1975.76,43583349,2194.88,1334.37,4
2020-12-18,1981.62,1983.94,1947.14,1952.54,61279348,2194.88,1334.37,5
2020-12-21,1929.14,1935.22,1851.23,1888.8,39620662,2194.88,1334.37,1
2020-12-22,1896.48,1931.66,1896.29,1928.4,19823032,2194.88,1334.37,2
2020-12-23,1934.03,1958.16,1927.07,1955.84,18891251,2194.88,1334.37,3
