1951,69
1947,12
1932,02
1903,46
1893,85
1892,52
1880,44
1849,22
1819,24
1804,46
1796,06
1786,7
1773,53
1763,09
1775,67
1803,77
1821,71
1820,23
1815,79
1819,3
1819,49
1807,83
1807,65
1802,2
1824,63
1831,77
1843,35
1836,92
1823,84
1810,99
1803,47
1798,89
1808,12
1803,61
1819,48
1831,37
1854,48
1857,42
1844,17
1838,42
1847,32
1865,17
1862,75
1849,63
1832,2
1818,82
1831,51
